name,address,phone_number,url,maps_link
Igadi (Central City),"171 Lawrence St  Central City, CO",(303) 582-3093,https://dutchie.com/dispensary/igadi-central-city-recreational/info,https://www.google.com/maps?q=171%20Lawrence%20St%2C%20Central%20City%2C%20CO%2080427
The Garage,"545 Colorado Ave  Grand Junction, CO",(970) 243-7035,https://dutchie.com/dispensary/the-garage/info,https://www.google.com/maps?q=545%20Colorado%20Ave%2C%20Grand%20Junction%2C%20CO%2081501
The Greenery - Grand Junction,"762 Horizon Dr  Grand Junction, CO",(970) 424-5888,https://dutchie.com/dispensary/the-grand-junction-greenery/info,https://www.google.com/maps?q=762%20Horizon%20Dr%2C%20Grand%20Junction%2C%20CO%2081506
Gas & Grass Tejon,"1433 S Tejon St  Colorado Springs, CO",Not Listed,https://dutchie.com/dispensary/native-roots-tejon/info,https://www.google.com/maps?q=1433%20S%20Tejon%20St%2C%20Colorado%20Springs%2C%20CO%2080905
The Herb Shoppe - Medical,"3020 W Colorado Ave  Colorado Springs, CO",(719) 634-6337,https://dutchie.com/dispensary/the-herb-shoppe-medical/info,https://www.google.com/maps?q=3020%20W%20Colorado%20Ave%2C%20Colorado%20Springs%2C%20CO%2080904
Lux Leaf,"2222 W Colorado Ave  Colorado Springs, CO",(719) 999-5934,https://dutchie.com/dispensary/luxleaf/info,https://www.google.com/maps?q=2222%20W%20Colorado%20Ave%2C%20Colorado%20Springs%2C%20CO%2080904
Gas & Grass Uintah,"1705 W Uintah St  Colorado Springs, CO",Not Listed,https://dutchie.com/dispensary/native-roots-uintah/info,https://www.google.com/maps?q=1705%20W%20Uintah%20St%2C%20Colorado%20Springs%2C%20CO%2080904
Gas & Grass Academy,"1003 N Academy Blvd  Colorado Springs, CO",Not Listed,https://dutchie.com/dispensary/native-roots-academy/info,https://www.google.com/maps?q=1003%20N%20Academy%20Blvd%2C%20Colorado%20Springs%2C%20CO%2080909
The Healing Canna - Bijou,"3692 E Bijou St  Colorado Springs, CO",(719) 637-7645,https://dutchie.com/dispensary/the-healing-canna-bijou/info,https://www.google.com/maps?q=3692%20E%20Bijou%20St%2C%20Colorado%20Springs%2C%20CO%2080909
Hightops Cannabis - Royer,"1022 S Royer St  Colorado Springs, CO",(719) 473-0279,https://dutchie.com/dispensary/hightops-cannabis-royer/info,https://www.google.com/maps?q=1022%20S%20Royer%20St%2C%20Colorado%20Springs%2C%20CO%2080903
Feel State South,"1004 S Tejon St  Colorado Springs, CO",(719) 630-7300,https://dutchie.com/dispensary/naturaleaf-s-tejon-st-med/info,https://www.google.com/maps?q=1004%20S%20Tejon%20St%2C%20Colorado%20Springs%2C%20CO%2080903
Hightops Cannabis - Powers,"2306 N Powers Blvd  Colorado Springs, CO",(719) 597-9333,https://dutchie.com/dispensary/hightops-cannabis-powers/info,https://www.google.com/maps?q=2306%20N%20Powers%20Blvd%2C%20Colorado%20Springs%2C%20CO%2080915
Lucky Cat Cannabis Co,"1428 N Circle Dr  Colorado Springs, CO",Not Listed,https://dutchie.com/dispensary/Lucky-Cat-Cannabis-Co/info,https://www.google.com/maps?q=1428%20N%20Circle%20Dr%2C%20Colorado%20Springs%2C%20CO%2080909
The Healing Canna - West,"22 S Chestnut St  Colorado Springs, CO",(719) 599-4180,https://dutchie.com/dispensary/the-healing-canna/info,https://www.google.com/maps?q=22%20S%20Chestnut%20St%2C%20Colorado%20Springs%2C%20CO%2080905
Magnolia Road (Colorado Springs),"2489 S Academy Blvd  Colorado Springs, CO",(719) 344-9695,https://dutchie.com/dispensary/magnolia-road-log-lane/info,https://www.google.com/maps?q=2489%20S%20Academy%20Blvd%2C%20Colorado%20Springs%2C%20CO%2080916
Native Roots Austin Bluffs,"3660 Austin Bluffs Pkwy  Colorado Springs, CO",(719) 528-7143,https://dutchie.com/dispensary/native-roots-austin-bluffs/info,https://www.google.com/maps?q=3660%20Austin%20Bluffs%20Pkwy%2C%20Colorado%20Springs%2C%20CO%2080918
Feel State North,"5875 Lehman Dr #100 Colorado Springs, CO",(719) 264-6337,https://dutchie.com/dispensary/naturaleaf-north-med/info,https://www.google.com/maps?q=5875%20Lehman%20Dr%2C%20%23100%2C%20Colorado%20Springs%2C%20CO%2080918
Mountain Annie's (Cortez),"310 E Main St  Cortez, CO",(970) 564-5181,https://dutchie.com/dispensary/the-medicine-man-cortez/info,https://www.google.com/maps?q=310%20E%20Main%20St%2C%20Cortez%2C%20CO%2081321
The Herbal Alternative,"1531 Lebanon Rd  Cortez, CO",(970) 529-7007,https://dutchie.com/dispensary/the-herbal-alternative/info,https://www.google.com/maps?q=1531%20Lebanon%20Rd%2C%20Cortez%2C%20CO%2081321
Rocky Mountain Cannabis (Craig),"535 Yampa Ave  Craig, CO",(970) 620-4708,https://dutchie.com/dispensary/rocky-mountain-cannabis-craig/info,https://www.google.com/maps?q=535%20Yampa%20Ave%2C%20Craig%2C%20CO%2081625
Durango Organics (Cortez),"1013 E Main St  Cortez, CO",(970) 565-6500,https://dutchie.com/dispensary/durango-organics-cortez/info,https://www.google.com/maps?q=1013%20E%20Main%20St%2C%20Cortez%2C%20CO%2081321
Tumbleweed Dispensary - Craig,"316 W Victory Way  Craig, CO",(970) 329-2210,https://dutchie.com/dispensary/tumbleweed-dispensary-craig/info,https://www.google.com/maps?q=316%20W%20Victory%20Way%2C%20Craig%2C%20CO%2081625
Native Roots Littleton,"7870 W Quincy Ave  Littleton, CO",(303) 933-4372,https://dutchie.com/dispensary/native-roots-littleton/info,https://www.google.com/maps?q=7870%20W%20Quincy%20Ave%2C%20Littleton%2C%20CO%2080123
Tumbleweed Dispensary - De Beque,"2185 45 1/2 Rd  De Beque, CO",(970) 609-9877,https://dutchie.com/dispensary/tumbleweed-dispensary-avon/info,https://www.google.com/maps?q=2185%2045%201%2F2%20Rd%2C%20De%20Beque%2C%20CO%2081630
Rocky Mountain Cannabis (Crested Butte),"322 Belleview Ave 101 Crested Butte, CO",(970) 251-5472,https://dutchie.com/dispensary/rocky-mountain-cannabis-crested-butte/info,https://www.google.com/maps?q=322%20Belleview%20Ave%2C%20101%2C%20Crested%20Butte%2C%20CO%2081224
Social Cannabis - Golden,"17120 W Colfax Ave  Golden, CO",(303) 362-0103,https://dutchie.com/dispensary/social-cannabis-golden/info,https://www.google.com/maps?q=17120%20W%20Colfax%20Ave%2C%20Golden%2C%20CO%2080401
Durango Organics (Crested Butte),"310 Belleview Ave  Crested Butte, CO",(970) 349-5993,https://dutchie.com/dispensary/durango-organics-crested-butte/info,https://www.google.com/maps?q=310%20Belleview%20Ave%2C%20Crested%20Butte%2C%20CO%2081224
Tumbleweed Dispensary - Parachute,"150 Columbine Ct  Parachute, CO",(970) 285-2166,https://dutchie.com/dispensary/tumbleweed-dispensary-parachute/info,https://www.google.com/maps?q=150%20Columbine%20Ct%2C%20Parachute%2C%20CO%2081635
Outcrop Dispensary,"18475 W Colfax Ave 140a Golden, CO",(303) 277-0964,https://dutchie.com/dispensary/outcrop-dispensary/info,https://www.google.com/maps?q=18475%20W%20Colfax%20Ave%2C%20140a%2C%20Golden%2C%20CO%2080401
Rocky Mountain High - Durango,"120 E 36th St  Durango, CO",(970) 259-4093,https://dutchie.com/dispensary/rocky-mountain-high-durango/info,https://www.google.com/maps?q=120%20E%2036th%20St%2C%20Durango%2C%20CO%2081301
Durango Organics (Grandview),"37 Co Rd 232  Durango, CO",(970) 426-4381,https://dutchie.com/dispensary/durango-organics-grandview/info,https://www.google.com/maps?q=37%20Co%20Rd%20232%2C%20Durango%2C%20CO%2081303
Sante`,"742 Main Ave  Durango, CO",Not Listed,https://dutchie.com/dispensary/sante/info,https://www.google.com/maps?q=742%20Main%20Ave%2C%20Durango%2C%20CO%2081301
Tumbleweed Dispensary - Eagle,"12 Eagle Park E Dr  Eagle, CO",(970) 328-8434,https://dutchie.com/dispensary/tumbleweed-dispensary-eagle/info,https://www.google.com/maps?q=12%20Eagle%20Park%20E%20Dr%2C%20Eagle%2C%20CO%2081631
Tumbleweed Dispsensary Edwards,"57 Edwards Access Rd  Edwards, CO",(970) 569-2366,https://dutchie.com/dispensary/tumbleweed-dispsensary-edwards/info,https://www.google.com/maps?q=57%20Edwards%20Access%20Rd%2C%20Edwards%2C%20CO%2081632
Rocky Mountain Cannabis (Dinosaur),"420 Brontosaurus Blvd  Dinosaur, CO",(970) 279-3791,https://dutchie.com/dispensary/rocky-mountain-cannabis-dinosaur/info,https://www.google.com/maps?q=420%20Brontosaurus%20Blvd%2C%20Dinosaur%2C%20CO%2081610
Rocky Road - Vail,"40928 US-6  Vail, CO",(970) 688-5633,https://dutchie.com/dispensary/rocky-road-vail/info,https://www.google.com/maps?q=40928%20US-6%2C%20Vail%2C%20CO%2081657
Mammoth Farms Dispensary (Durango),"927 CO-3  Durango, CO",(970) 422-3282,https://dutchie.com/dispensary/mammoth-farms-durango/info,https://www.google.com/maps?q=927%20CO-3%2C%20Durango%2C%20CO%2081301
Durango Organics (Suttle St),"72 Suttle St  Durango, CO",(970) 259-3674,https://dutchie.com/dispensary/durango-organics-suttle-st/info,https://www.google.com/maps?q=72%20Suttle%20St%2C%20Durango%2C%20CO%2081303
Mountain Annie's (Durango),"1644 Co Rd 203  Durango, CO",(970) 247-2190,https://dutchie.com/dispensary/mountain-annies-durango/info,https://www.google.com/maps?q=1644%20Co%20Rd%20203%2C%20Durango%2C%20CO%2081301
The Green House (Durango),"730 S Camino Del Rio  Durango, CO",(970) 247-2420,https://dutchie.com/dispensary/the-green-house-durango1/info,https://www.google.com/maps?q=730%20S%20Camino%20Del%20Rio%2C%20Durango%2C%20CO%2081301
High Country Healing (Eagle - Vail),"40801 US-6  Vail, CO",(970) 470-4794,https://dutchie.com/dispensary/high-country-healing-eagle-vail/info,https://www.google.com/maps?q=40801%20US-6%2C%20Vail%2C%20CO%2081657
Native Roots Eagle-Vail,"41290 US-6  Vail, CO",(970) 470-4079,https://dutchie.com/dispensary/native-roots-eagle-vail/info,https://www.google.com/maps?q=41290%20US-6%2C%20Vail%2C%20CO%2081657
Tumbleweed Dispensary - Frisco,"842 N Summit Blvd  Frisco, CO",(970) 668-3514,https://dutchie.com/dispensary/tumbleweed-frisco/info,https://www.google.com/maps?q=842%20N%20Summit%20Blvd%2C%20Frisco%2C%20CO%2080443
Native Roots Frisco,"861 N Summit Blvd  Frisco, CO",(970) 368-6024,https://dutchie.com/dispensary/native-roots-frisco/info,https://www.google.com/maps?q=861%20N%20Summit%20Blvd%2C%20Frisco%2C%20CO%2080443
Native Roots Dillon,"850 Little Beaver Trail  Silverthorne, CO",(970) 455-8370,https://dutchie.com/dispensary/native-roots-dillon/info,https://www.google.com/maps?q=850%20Little%20Beaver%20Trail%2C%20Silverthorne%2C%20CO%2080498
Igadi (Tabernash),"72399 US-40  Tabernash, CO",(970) 536-0420,https://dutchie.com/dispensary/igadi-tabernash-recreational/info,https://www.google.com/maps?q=72399%20US-40%2C%20Tabernash%2C%20CO%2080478
Igadi (Granby),"843 W Agate Ave  Granby, CO",(970) 557-3758,https://dutchie.com/dispensary/igadi-granby/info,https://www.google.com/maps?q=843%20W%20Agate%20Ave%2C%20Granby%2C%20CO%2080446
Gunnison Cannabis,"901 W New York Ave  Gunnison, CO",Not Listed,https://dutchie.com/dispensary/rocky-mountain-cannabis-gunnison/info,https://www.google.com/maps?q=901%20W%20New%20York%20Ave%2C%20Gunnison%2C%20CO%2081230
Rocky Mountain Cannabis (Fraser),"228 Byers Ave  Fraser, CO",(970) 363-7121,https://dutchie.com/dispensary/rocky-mountain-cannabis-fraser/info,https://www.google.com/maps?q=228%20Byers%20Ave%2C%20Fraser%2C%20CO%2080442
Paonia Purple,"201 Grand Ave  Paonia, CO",(970) 527-1039,https://dutchie.com/dispensary/paonia-purple1/info,https://www.google.com/maps?q=201%20Grand%20Ave%2C%20Paonia%2C%20CO%2081428
Better Green,"514 Bent Ave  Las Animas, CO",(719) 456-0404,https://dutchie.com/dispensary/better-green/info,https://www.google.com/maps?q=514%20Bent%20Ave%2C%20Las%20Animas%2C%20CO%2081054
Magnolia Road - Log Lane Village,"206 Elm St  Log Lane Village, CO",(970) 867-1305,https://dutchie.com/dispensary/dabbington/info,https://www.google.com/maps?q=206%20Elm%20St%2C%20Log%20Lane%20Village%2C%20CO%2080705
Rocky Mountain High - Montrose,"305 Jody Ct  Montrose, CO",(970) 252-8880,https://dutchie.com/dispensary/rocky-mountain-high-montrose/info,https://www.google.com/maps?q=305%20Jody%20Ct%2C%20Montrose%2C%20CO%2081401
Rocky Mountain Cannabis (Naturita),"138 E Main St  Nucla, CO",(970) 865-2160,https://dutchie.com/dispensary/rocky-mountain-cannabis-naturita/info,https://www.google.com/maps?q=138%20E%20Main%20St%2C%20Nucla%2C%20CO%2081424
Naturita Green Room,"340 W Main St  Nucla, CO",(970) 865-4400,https://dutchie.com/dispensary/naturita-green-room/info,https://www.google.com/maps?q=340%20W%20Main%20St%2C%20Nucla%2C%20CO%2081424
The Green House (Pagosa Springs),"270 E Pagosa St  Pagosa Springs, CO",(970) 264-4420,https://dutchie.com/dispensary/the-green-house-dispensary/info,https://www.google.com/maps?q=270%20E%20Pagosa%20St%2C%20Pagosa%20Springs%2C%20CO%2081147
Pagosa Craft,"127 Goldmine Dr  Pagosa Springs, CO",(970) 264-0833,https://dutchie.com/dispensary/pagosa-craft/info,https://www.google.com/maps?q=127%20Goldmine%20Dr%2C%20Pagosa%20Springs%2C%20CO%2081147
Pagosa Therapeutics,"235 Bastille Dr  Pagosa Springs, CO",(970) 731-4420,https://dutchie.com/dispensary/pagosa-therapeutics1/info,https://www.google.com/maps?q=235%20Bastille%20Dr%2C%20Pagosa%20Springs%2C%20CO%2081147
The Spot 420- Pueblo Central,"3504 N Elizabeth St  Pueblo, CO",(719) 544-7768,https://dutchie.com/dispensary/the-spot-420-pueblo-central/info,https://www.google.com/maps?q=3504%20N%20Elizabeth%20St%2C%20Pueblo%2C%20CO%2081008
The Dispo (Medical),"893 E Enterprise Dr  Pueblo West, CO",(719) 873-8286,https://dutchie.com/dispensary/the-dispo-medical/info,https://www.google.com/maps?q=893%20E%20Enterprise%20Dr%2C%20Pueblo%20West%2C%20CO%2081007
The Dispo (Recreational),"893 E Enterprise Dr  Pueblo West, CO",(719) 873-8286,https://dutchie.com/dispensary/the-dispo-recreational/info,https://www.google.com/maps?q=893%20E%20Enterprise%20Dr%2C%20Pueblo%20West%2C%20CO%2081007
The 404 Dispensary,"404 N Greenwood St  Pueblo, CO",(719) 696-9769,https://dutchie.com/dispensary/the-404-dispensary/info,https://www.google.com/maps?q=404%20N%20Greenwood%20St%2C%20Pueblo%2C%20CO%2081003
Sticky Icky's,"W State Hwy 96  , CO",(719) 470-2839,https://dutchie.com/dispensary/sticky-ickys/info,https://www.google.com/maps?q=%20W%20State%20Hwy%2096%2C%20CO%20
Mountain Annie's (Ridgway),"157 US-550  Ridgway, CO",(970) 626-4099,https://dutchie.com/dispensary/mountain-annies-ridgeway/info,https://www.google.com/maps?q=157%20US-550%2C%20Ridgway%2C%20CO%2081432
Rocky Mountain Cannabis (Ridgway),"153 US-550  Ridgway, CO",(970) 633-2768,https://dutchie.com/dispensary/rocky-mountain-cannabis-ridgway/info,https://www.google.com/maps?q=153%20US-550%2C%20Ridgway%2C%20CO%2081432
Verde Natural Dablogic - Silt (Formerly HighQ),"730 Main St  Silt, CO",(970) 876-4114,https://dutchie.com/dispensary/verde-silt-rec/info,https://www.google.com/maps?q=730%20Main%20St%2C%20Silt%2C%20CO%2081652
The Dab - Parachute,"393 E 2nd St  Rifle, CO",(970) 285-5660,https://dutchie.com/dispensary/the-dab-parachute/info,https://www.google.com/maps?q=393%20E%202nd%20St%2C%20Rifle%2C%20CO%2081650
Mountain Annie's (Silverton),"1330 Greene St  Silverton, CO",(970) 387-0267,https://dutchie.com/dispensary/mountain-annies-silverton/info,https://www.google.com/maps?q=1330%20Greene%20St%2C%20Silverton%2C%20CO%2081433
Telluride Green Room,"250 S Fir St  Telluride, CO",(970) 728-7999,https://dutchie.com/dispensary/telluride-green-room/info,https://www.google.com/maps?q=250%20S%20Fir%20St%2C%20Telluride%2C%20CO%2081435
Golden Leaf Dispensary (Medical),"1755 Lincoln Ave  Steamboat Springs, CO",(970) 870-2941,https://dutchie.com/dispensary/golden-leaf-dispensary-medical/info,https://www.google.com/maps?q=1755%20Lincoln%20Ave%2C%20Steamboat%20Springs%2C%20CO%2080487
Golden Leaf Dispensary (Recreational),"1755 Lincoln Ave  Steamboat Springs, CO",(970) 870-2941,https://dutchie.com/dispensary/golden-leaf-dispensary/info,https://www.google.com/maps?q=1755%20Lincoln%20Ave%2C%20Steamboat%20Springs%2C%20CO%2080487
Tumbleweed Dispensary- Steamboat,"2093 Curve Plaza  Steamboat Springs, CO",(970) 761-2239,https://dutchie.com/dispensary/tumbleweed-dispensary-steamboat/info,https://www.google.com/maps?q=2093%20Curve%20Plaza%2C%20Steamboat%20Springs%2C%20CO%2080487
Sugarloaf Dispensary,"411 N Commercial St  Trinidad, CO",(719) 422-8198,https://dutchie.com/dispensary/sugarloaf-dispensary/info,https://www.google.com/maps?q=411%20N%20Commercial%20St%2C%20Trinidad%2C%20CO%2081082
Provisions Dispensary,"10232 I-25  Walsenburg, CO",(719) 738-2062,https://dutchie.com/dispensary/provisions-dispensary/info,https://www.google.com/maps?q=10232%20I-25%2C%20Walsenburg%2C%20CO%2081089
Affinity Dispensary Bridgeport - MED,"2000 State St Ext  Bridgeport, CT",(203) 542-7510,https://dutchie.com/dispensary/affinity-dispensary-bridgeport-med/info,https://www.google.com/maps?q=2000%20State%20St%20Ext%2C%20Bridgeport%2C%20CT%2006605
Trulieve Bristol (REC),"820 Farmington Ave  Bristol, CT",(860) 999-3470,https://dutchie.com/dispensary/trulieve-bristol/info,https://www.google.com/maps?q=820%20Farmington%20Ave%2C%20Bristol%2C%20CT%2006010
Native Roots Trinidad,"3140 Santa Fe Trail  Trinidad, CO",(719) 422-8130,https://dutchie.com/dispensary/native-roots-trinidad/info,https://www.google.com/maps?q=3140%20Santa%20Fe%20Trail%2C%20Trinidad%2C%20CO%2081082
The Underground Station,"439 N Commercial St  Trinidad, CO",(719) 422-8365,https://dutchie.com/dispensary/the-underground-station/info,https://www.google.com/maps?q=439%20N%20Commercial%20St%2C%20Trinidad%2C%20CO%2081082
Magnolia Road Cannabis Company - Trinidad,"413 N Commercial St  Trinidad, CO",(719) 356-4380,https://dutchie.com/dispensary/magnolia-road-cannabis-company-trinidad/info,https://www.google.com/maps?q=413%20N%20Commercial%20St%2C%20Trinidad%2C%20CO%2081082
Higher Collective - Hartford,"1396 Park St  Hartford, CT",(888) 692-8420,https://dutchie.com/dispensary/higher-collective-hartford/info,https://www.google.com/maps?q=1396%20Park%20St%2C%20Hartford%2C%20CT%2006106
Trulieve Bristol (MED),"820 Farmington Ave  Bristol, CT",(860) 999-3470,https://dutchie.com/dispensary/trulieve-bristol-med/info,https://www.google.com/maps?q=820%20Farmington%20Ave%2C%20Bristol%2C%20CT%2006010
Bud Hut Inc. Dispensary,"973 US-85  Walsenburg, CO",(719) 738-2837,https://dutchie.com/dispensary/bud-hut-inc-dispensary/info,https://www.google.com/maps?q=973%20US-85%2C%20Walsenburg%2C%20CO%2081089
Shangri-La - Norwalk (430 Main Ave.),"430 Main Ave  Norwalk, CT",(203) 286-7503,https://dutchie.com/dispensary/shangri-la-norwalk/info,https://www.google.com/maps?q=430%20Main%20Ave%2C%20Norwalk%2C%20CT%2006851
Higher Collective - New London,"595 Bank St  New London, CT",(959) 716-4012,https://dutchie.com/dispensary/higher-collective-new-london/info,https://www.google.com/maps?q=595%20Bank%20St%2C%20New%20London%2C%20CT%2006320
Affinity Dispensary Bridgeport - REC,"2000 State St Ext  Bridgeport, CT",(203) 542-7510,https://dutchie.com/dispensary/affinity-dispensary-bridgeport/info,https://www.google.com/maps?q=2000%20State%20St%20Ext%2C%20Bridgeport%2C%20CT%2006605
Rejoice - Meriden (MED / REC),"834 Broad St  Meriden, CT",(475) 775-5259,https://dutchie.com/dispensary/rejoice-meriden-med-rec/info,https://www.google.com/maps?q=834%20Broad%20St%2C%20Meriden%2C%20CT%2006450
INSA Inc. Hartford Brainard Rd- Adult Use,"167 Brainard Rd  Hartford, CT",(877) 500-4672,https://dutchie.com/dispensary/insa-inc-hartford-brainard-rd-adult-use/info,https://www.google.com/maps?q=167%20Brainard%20Rd%2C%20Hartford%2C%20CT%2006114
Curaleaf (CT) - Groton (Medical),"79 Gold Star Hwy  Groton, CT",(860) 381-4240,https://dutchie.com/dispensary/curaleaf-ct-groton/info,https://www.google.com/maps?q=79%20Gold%20Star%20Hwy%2C%20Groton%2C%20CT%2006340
Curaleaf (CT) - Groton (Adult Use),"79 Gold Star Hwy  Groton, CT",(860) 381-4240,https://dutchie.com/dispensary/curaleaf-ct-groton-rec/info,https://www.google.com/maps?q=79%20Gold%20Star%20Hwy%2C%20Groton%2C%20CT%2006340
Curaleaf (CT) - Hartford (Adult Use),"92 Weston St  Hartford, CT",(860) 246-4673,https://dutchie.com/dispensary/curaleaf-ct-hartford-rec/info,https://www.google.com/maps?q=92%20Weston%20St%2C%20Hartford%2C%20CT%2006120
Curaleaf (CT) - Manchester (Medical),"240 Buckland St  Manchester, CT",(860) 327-8170,https://dutchie.com/dispensary/curaleaf-ct-manchester/info,https://www.google.com/maps?q=240%20Buckland%20St%2C%20Manchester%2C%20CT%2006042
The Harvest Corner,"493 Westchester Rd  Colchester, CT",(860) 420-3292,https://dutchie.com/dispensary/the-harvest-corner/info,https://www.google.com/maps?q=493%20Westchester%20Rd%2C%20Colchester%2C%20CT%2006415
Curaleaf (CT) - Manchester (Adult Use),"240 Buckland St  Manchester, CT",(860) 327-8170,https://dutchie.com/dispensary/curaleaf-ct-manchester-rec/info,https://www.google.com/maps?q=240%20Buckland%20St%2C%20Manchester%2C%20CT%2006042
Affinity Dispensary Rec,"1351 Whalley Ave  New Haven, CT",(203) 745-3823,https://dutchie.com/dispensary/affinity-health-and-wellness-rec/info,https://www.google.com/maps?q=1351%20Whalley%20Ave%2C%20New%20Haven%2C%20CT%2006515
Curaleaf (CT) - Hartford (Medical),"92 Weston St  Hartford, CT",(860) 246-4673,https://dutchie.com/dispensary/curaleaf-ct-hartford/info,https://www.google.com/maps?q=92%20Weston%20St%2C%20Hartford%2C%20CT%2006120
Higher Collective - Killingly,"1078 N Main St  Killingly, CT",(860) 412-9021,https://dutchie.com/dispensary/higher-collective-dayville/info,https://www.google.com/maps?q=1078%20N%20Main%20St%2C%20Killingly%2C%20CT%2006241
INSA Inc. New Haven Sargent Drive - Adult Use,"222 Sargent Dr  New Haven, CT",(203) 503-3000,https://dutchie.com/dispensary/insa-inc-new-haven-sargent-drive-adult-use/info,https://www.google.com/maps?q=222%20Sargent%20Dr%2C%20New%20Haven%2C%20CT%2006511
Higher Collective - Willington,"11 Phelps Way  Willington, CT",(860) 477-0050,https://dutchie.com/dispensary/higher-collective-willington/info,https://www.google.com/maps?q=11%20Phelps%20Way%2C%20Willington%2C%20CT%2006279
Affinity Dispensary Med,"1351 Whalley Ave  New Haven, CT",(203) 745-3823,https://dutchie.com/dispensary/affinity-health-and-wellness/info,https://www.google.com/maps?q=1351%20Whalley%20Ave%2C%20New%20Haven%2C%20CT%2006515
Curaleaf (CT) - Stamford (Adult Use),"814 E Main St  Stamford, CT",(203) 324-4673,https://dutchie.com/dispensary/curaleaf-ct-stamford1/info,https://www.google.com/maps?q=814%20E%20Main%20St%2C%20Stamford%2C%20CT%2006902
Leafology NY - White Plains,"244 Main St  White Plains, NY",(914) 881-3160,https://dutchie.com/dispensary/leafology-ny-white-plains/info,https://www.google.com/maps?q=244%20Main%20St%2C%20White%20Plains%2C%20NY%2010601
Curaleaf (CT) - Stamford (Medical),"814 E Main St  Stamford, CT",(203) 324-4673,https://dutchie.com/dispensary/curaleaf-ct-stamford/info,https://www.google.com/maps?q=814%20E%20Main%20St%2C%20Stamford%2C%20CT%2006902
Still River Wellness (Med),"3568 Winsted Rd  Torrington, CT",(203) 815-1101,https://dutchie.com/dispensary/still-river-wellness-med/info,https://www.google.com/maps?q=3568%20Winsted%20Rd%2C%20Torrington%2C%20CT%2006790
Etain - White Plains Rec,"75 Mamaroneck Ave  White Plains, NY",(914) 437-7898,https://dutchie.com/dispensary/etain-yonkers/info,https://www.google.com/maps?q=75%20Mamaroneck%20Ave%2C%20White%20Plains%2C%20NY%2010601
Etain - White Plains Med,"75 Mamaroneck Ave  White Plains, NY",(914) 437-7898,https://dutchie.com/dispensary/etain-white-plains/info,https://www.google.com/maps?q=75%20Mamaroneck%20Ave%2C%20White%20Plains%2C%20NY%2010601
Still River Wellness (Rec),"3568 Winsted Rd  Torrington, CT",(203) 815-1101,https://dutchie.com/dispensary/still-river-wellness/info,https://www.google.com/maps?q=3568%20Winsted%20Rd%2C%20Torrington%2C%20CT%2006790
Takoma Wellness Center,"6925 Blair Rd NW  Washington, DC",(202) 465-4260,https://dutchie.com/dispensary/takoma-wellness-center/info,https://www.google.com/maps?q=6925%20Blair%20Rd%20NW%2C%20Washington%2C%20DC%2020012
Dispensary Near Me,"610 H St NW  Washington, DC",Not Listed,https://dutchie.com/dispensary/dispensary-near-me/info,https://www.google.com/maps?q=610%20H%20St%20NW%2C%20Washington%2C%20DC%2020001
Liberty (Rockville),"12001 Nebel St  Rockville, MD",(301) 603-2747,https://dutchie.com/dispensary/liberty-rockville/info,https://www.google.com/maps?q=12001%20Nebel%20St%2C%20Rockville%2C%20MD%2020852
Green Theory,"4828 MacArthur Blvd NW  Washington, DC",(202) 597-7012,https://dutchie.com/dispensary/dessert-first/info,https://www.google.com/maps?q=4828%20MacArthur%20Blvd%20NW%2C%20Washington%2C%20DC%2020007
National Holistic Healing Center,"1636 Connecticut Ave NW  Washington, DC",(202) 234-0780,https://dutchie.com/dispensary/national-holistic-healing-center/info,https://www.google.com/maps?q=1636%20Connecticut%20Ave%20NW%2C%20Washington%2C%20DC%2020009
Mary and Main,"8801 Hampton Mall Dr N  Capitol Heights, MD",(240) 838-3660,https://dutchie.com/dispensary/mary-and-main/info,https://www.google.com/maps?q=8801%20Hampton%20Mall%20Dr%20N%2C%20Capitol%20Heights%2C%20MD%2020743
Anacostia Organics,"2022 Martin Luther King Jr Ave SE  Washington, DC",(202) 845-8574,https://dutchie.com/dispensary/anacostia-organics/info,https://www.google.com/maps?q=2022%20Martin%20Luther%20King%20Jr%20Ave%20SE%2C%20Washington%2C%20DC%2020020
Cannabliss,"4721 Sheriff Rd NE  Washington, DC",(202) 388-3000,https://dutchie.com/dispensary/cannabliss/info,https://www.google.com/maps?q=4721%20Sheriff%20Rd%20NE%2C%20Washington%2C%20DC%2020019
District Cannabis,"513 Morse St NE  Washington, DC",(202) 948-2404,https://dutchie.com/dispensary/district-cannabis/info,https://www.google.com/maps?q=513%20Morse%20St%20NE%2C%20Washington%2C%20DC%2020002
Trulieve of Rockville,"12200 Rockville Pike  Rockville, MD",(727) 741-7216,https://dutchie.com/dispensary/harvest-of-rockville/info,https://www.google.com/maps?q=12200%20Rockville%20Pike%2C%20Rockville%2C%20MD%2020852
Liberty (Oxon Hill),"6144 Oxon Hill Rd  Oxon Hill, MD",(240) 766-4822,https://dutchie.com/dispensary/liberty-cannabis-md-oxon-hill/info,https://www.google.com/maps?q=6144%20Oxon%20Hill%20Rd%2C%20Oxon%20Hill%2C%20MD%2020745
Health for Life - Bethesda,"4909 Fairmont Ave  Bethesda, MD",(240) 760-2420,https://dutchie.com/dispensary/health-for-life-bethesda/info,https://www.google.com/maps?q=4909%20Fairmont%20Ave%2C%20Bethesda%2C%20MD%2020814
